code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
600004,白云机场,0.44,-22.81,,5.9,,91864.1,-21.93,,10-31
002308,威创股份,0.16,-23.81,,4.17,,14709.63,-16.34,,10-31
000599,青岛双星,0.07,-56.25,,1.55,,5389.05,-48.7,,10-31
603001,奥康国际,0.43,-10.26,,4.13,,17218.35,-10.25,,10-31
600068,葛洲坝,0.51,9.17,,9.21,,278706.02,7.64,,10-31
002356,赫美集团,-0.47,-228.3,,-14.9,,-24958.79,-318.1,,10-31
000638,万方发展,-0.06,-177.76,,-1.14,,-1936.14,-177.7,,10-31
603810,丰山集团,1.58,49.71,,16.5,,9497.25,49.71,,10-31
000669,金鸿控股,0.25,-36.84,,4.05,,17041.32,-11.41,,10-31
600119,长江投资,-0.95,-1283.62,,-46.72,,-29108.17,-1301.13,,10-31
600515,海航基础,0.31,-18.47,,3.81,,122313.87,-18.47,,10-31
000710,贝瑞基因,0.67,39.19,,14.26,,23898.62,49.5,,10-31
002115,三维通信,0.31,507.99,,7.8,,16722.23,693.23,,10-31
600158,中体产业,0.05,12.63,,2.69,,4434.3,12.58,,10-31
000728,国元证券,0.1,-66.67,,1.31,,32812.56,-63.15,,10-31
600917,重庆燃气,0.18,-10.0,,7.37,,28304.44,-8.26,,10-31
600571,信雅达,0.02,-66.67,,0.62,,928.54,-66.74,,10-31
002147,新光圆成,0.07,152.04,,1.53,,12393.31,151.76,,10-31
600193,*ST创兴,0.05,-116.07,,10.08,,1928.18,-116.19,,10-31
000004,国农科技,-0.03,-52.24,,-2.02,,-259.18,-52.31,,10-31
600605,汇通能源,0.12,28.13,,2.67,,1815.83,27.89,,10-31
000803,金宇车城,-0.07,-75.86,,-37.96,,-846.78,-76.98,,10-31
601007,金陵饭店,0.2,-17.7,,4.07,,5995.4,-17.66,,10-31
000022,深赤湾A,0.7,2.93,,9.88,,45321.69,2.9,,10-31
000825,太钢不锈,0.71,88.13,,14.34,,406079.48,88.2,,10-31
600642,申能股份,0.28,-14.86,,4.82,,125102.23,-14.84,,10-31
000065,北方国际,0.57,-16.18,,11.47,,44138.02,26.78,,10-31
000156,华数传媒,0.34,2.18,,4.6,,48268.82,2.18,,10-31
600680,*ST上普,-0.29,-37.77,,-35.87,,-11102.86,-37.61,,10-31
000903,云内动力,0.1,-5.83,,3.44,,19037.75,4.79,,10-31
000410,沈阳机床,-0.23,-77.45,,-22.56,,-17534.18,-77.58,,10-31
000923,河北宣工,0.11,-82.16,,0.81,,7193.03,-76.01,,10-31
601377,兴业证券,0.11,-63.33,,2.18,,72683.26,-63.34,,10-31
000430,张家界,0.14,-33.19,,3.47,,5476.96,-22.46,,10-31
000518,四环生物,-0.01,-127.83,,-1.51,,-939.21,-127.94,,10-31
000537,广宇发展,1.24,376.92,,18.89,,230689.41,1656.69,,10-31
600746,江苏索普,-0.0,-101.84,,-0.26,,-126.63,-101.86,,10-31
600751,海航科技,0.02,-64.11,,0.33,,4361.7,-64.01,,10-31
601838,成都银行,0.95,10.47,8.28,11.91,0.74,339579.5,20.85,,10-31
600010,包钢股份,0.05,63.43,,4.44,,230393.45,63.8,,10-31
600386,北巴传媒,0.08,-20.0,,3.51,,6432.59,-20.58,,10-31
600029,南方航空,0.4,-43.66,,6.31,,417500.0,-40.78,,10-31
603678,火炬电子,0.56,53.68,,9.58,,25228.09,52.95,,10-31
600405,动力源,-0.09,68.63,,-3.15,,-4302.33,71.54,,10-31
600787,中储股份,0.03,-93.91,,0.7,,7364.4,-93.91,,10-31
002024,苏宁易购,0.66,844.0,,7.7,,612676.4,812.11,,10-31
000606,顺利办,0.41,-701.61,,10.84,,31467.72,-701.46,,10-31
000626,远大控股,0.04,-89.94,,0.96,,2449.7,-89.93,,10-31
600823,世茂股份,0.39,5.41,,6.57,,147605.24,5.76,,10-31
600108,亚盛集团,0.03,1.26,,1.32,,6265.69,1.36,,10-31
002717,岭南股份,0.57,-21.92,,14.73,,57217.73,87.77,,10-31
600876,洛阳玻璃,0.0,300.0,,0.2,,244.54,329.63,,10-31
600145,*ST新亿,0.03,833.33,,6.29,,4200.29,1006.81,,10-31
600893,航发动力,0.29,52.63,,2.5,,65049.8,78.25,,10-31
600182,S佳通,0.22,82.5,,8.43,,7444.62,83.53,,10-31
000762,西藏矿业,-0.15,-1807.06,,-3.59,,-7559.24,-1804.63,,10-31
600199,金种子酒,0.0,-67.78,,0.07,,162.47,-67.38,,10-31
600594,益佰制药,0.25,-37.84,,4.54,,19631.34,-37.92,,10-31
002803,吉宏股份,1.15,248.48,,20.9,,13135.07,242.17,,10-31
002821,凯莱英,1.15,30.68,,12.11,,26089.87,29.95,,10-31
601012,隆基股份,0.61,-45.54,,11.36,,169117.05,-24.53,,10-31
600629,华建集团,0.48,36.36,,8.08,,20798.26,44.5,,10-31
600255,梦舟股份,0.02,0.0,,1.2,,4188.5,9.08,,10-31
000048,*ST康达,0.23,-290.89,,8.47,,8929.83,-290.91,,10-31
002856,美芝股份,0.24,-38.41,,4.32,,2892.03,-19.36,,10-31
601211,国泰君安,0.58,-27.5,14.18,4.47,,551223.63,-21.65,,10-31
603399,吉翔股份,0.42,133.33,,10.35,,23136.81,148.1,,10-31
000301,东方盛虹,0.22,33.82,,8.63,,65027.74,224.72,,10-31
600685,中船防务,-0.41,208.47,,-5.22,,-57679.1,208.35,,10-31
000929,兰州黄河,-0.18,-258.28,,-4.73,,-3390.24,-258.35,,10-31
000503,国新健康,-0.13,-26.66,,-8.58,,-11327.29,-26.66,,10-31
000524,岭南控股,0.24,14.29,,6.32,,16198.95,14.74,,10-31
600735,新华锦,0.16,14.62,,6.85,,5833.74,14.6,,10-31
000973,佛塑科技,0.04,-33.85,,1.88,,4162.07,-33.71,,10-31
000543,皖能电力,0.17,198.75,,3.05,,30058.56,198.94,,10-31
000567,海德股份,0.22,-40.27,,2.71,,7634.57,35.51,,10-31
600036,招商银行,2.66,14.16,19.49,14.3,-6.93,6738000.0,14.58,,10-31
000592,平潭发展,0.04,639.29,,2.49,,7994.84,641.46,,10-31
600793,宜宾纸业,2.0,108.83,,83.8,,21017.43,108.82,,10-31
600061,国投资本,0.26,-50.0,,3.01,,109788.22,-43.03,,10-31
600439,瑞贝卡,0.16,17.59,,6.87,,18463.0,17.57,,10-31
600811,东方集团,0.21,29.48,,3.8,,77354.92,57.86,,10-31
600078,澄星股份,0.01,-84.13,,0.21,,397.06,-90.51,,10-31
002382,蓝帆医疗,0.39,21.88,,9.03,,26060.62,63.66,,10-31
603800,道森股份,0.3,204.12,,6.73,,6141.57,204.2,,10-31
600113,浙江东日,0.27,12.5,,12.35,,8510.97,12.82,,10-31
600130,波导股份,0.05,-155.56,,4.07,,3501.02,-148.23,,10-31
600882,广泽股份,-0.01,-0.0,,-0.4,,-475.47,49.14,,10-31
600151,航天机电,-0.17,-0.76,,-4.31,,-24207.63,-0.79,,10-31
603920,世运电路,0.41,-10.87,,6.89,,16439.59,3.65,,10-31
600961,株冶集团,-2.98,-3825.0,,-925.98,,-157135.63,-3749.5,,10-31
000777,中核科技,0.14,1022.4,,4.14,,5378.23,1020.97,,10-31
603228,景旺电子,1.54,21.26,,18.08,,62868.93,21.71,,10-31
600599,熊猫金控,-0.16,-528.92,,-3.72,,-2633.86,-526.43,,10-31
000016,深康佳A,0.18,233.64,,5.24,,42983.47,233.6,,10-31
603318,派思股份,0.03,-78.57,,1.04,,1071.59,-79.31,,10-31
600240,华业资本,-0.1,-115.7,,-2.02,,-13551.97,-114.94,,10-31
002510,天汽模,0.11,10.0,,4.94,,10246.41,20.23,,10-31
600653,申华控股,-0.06,-63.0,,-6.11,,-10716.83,-63.03,,10-31
000876,新希望,0.34,-26.09,,6.71,,145073.97,-25.2,,10-31
000897,津滨发展,-0.02,-23.75,,-3.17,,-3684.19,-23.91,,10-31
000402,金融街,0.35,-27.08,,3.53,,104090.83,-27.91,,10-31
600690,青岛海尔,1.01,7.83,,17.42,,612678.71,7.82,,10-31
000917,电广传媒,-0.1,-225.0,,-1.37,,-13530.67,-223.1,,10-31
000422,*ST宜化,0.3,-120.83,,36.11,,33463.13,-127.19,,10-31
600707,彩虹股份,-0.07,5.71,,-1.32,,-26688.73,420.04,,10-31
600355,精伦电子,0.01,-150.0,,1.18,,414.94,-137.11,,10-31
002607,亚夏汽车,0.05,-28.57,,2.1,,4036.53,-27.22,10派3.9,10-31
600000,浦发银行,1.44,-0.69,14.49,10.48,-12.34,4320700.0,3.14,,10-31
